filename,text,label
resume_10.txt,জাভাস্ক্রিপ্ট এবং রিঅ্যাক্ট জেএস ব্যবহার করে ফ্রন্টএন্ড কম্পোনেন্ট ডেভেলপ করতে সহায়তা করেছি,Experience
resume_10.txt,বাগ ফিক্সিং এবং বিদ্যমান ফিচার আপডেট করার কাজ করেছি,Experience
resume_10.txt,টেস্টিং ও ডিবাগিং-এর মাধ্যমে সফটওয়্যার কোয়ালিটি নিশ্চিত করেছি,Experience
resume_10.txt,বিএসসি ইন কম্পিউটার সায়েন্স অ্যান্ড ইঞ্জিনিয়ারিং,Education
resume_10.txt,ইডেন মহিলা কলেজ (জাতীয় বিশ্ববিদ্যালয়),Education
resume_10.txt,সিজিপিএ: ৩৫০/৪০০ (২০১৫-২০১৯),Education
resume_10.txt,"ব্যাকএন্ড ডেভেলপমেন্ট: পাইথন, জ্যাঙ্গো, জাভা (বেসিক)",Skill
resume_10.txt,"ফ্রন্টএন্ড ডেভেলপমেন্ট: জাভাস্ক্রিপ্ট, রিঅ্যাক্ট জেএস (বেসিক)",Skill
resume_10.txt,"ডেটাবেজ: পোস্টগ্রেএসকিউএল, মাইএসকিউএল",Skill
resume_10.txt,এপিআই ডিজাইন: রেস্টফুল এপিআই,Skill
resume_10.txt,"ভার্সন কন্ট্রোল: গিট, গিটহাব",Skill
resume_10.txt,"টুলস ও টেকনোলজি: ডকার (বেসিক), অ্যাজাইল স্ক্রাম",Skill
resume_100.txt,ডেভঅপ্স ইঞ্জিনিয়ার হিসেবে ক্লাউড টেকনোলজি ও কন্টেইনারাইজেশনের মাধ্যমে ডিপ্লয়মেন্ট প্রক্রিয়া সহজ ও দ্রুততর করতে চাই,Objective
resume_100.txt,জুনিয়র ডেভঅপ্স ইঞ্জিনিয়ার,Experience
resume_100.txt,ক্লাউডটেক লিমিটেড জানুয়ারি ২০২৪ - বর্তমান,Experience
resume_100.txt,ডকার ব্যবহার করে অ্যাপ্লিকেশন কন্টেইনারাইজেশন,Experience
resume_100.txt,জেনকিন্স ব্যবহার করে সিআই/সিডি পাইপলাইন সেটআপ ও মেইন্টেনেন্স,Experience
resume_100.txt,লিনাক্স সার্ভার ম্যানেজমেন্ট ও অ্যামাজন ওয়েব সার্ভিসেস (AWS) এর বেসিক সার্ভিস নিয়ে কাজ করা,Experience
resume_100.txt,সফটওয়্যার ইঞ্জিনিয়ার (ইন্টার্ন),Experience
resume_100.txt,সফটওয়্যার জোন মার্চ ২০২৩ - ডিসেম্বর ২০২৩,Experience
resume_100.txt,পিএইচপি ও লারাভেলে ব্যাকএন্ড ডেভেলপমেন্ট শেখা,Experience
resume_100.txt,অ্যাপ্লিকেশন ডিপ্লয়মেন্ট প্রক্রিয়া পর্যবেক্ষণ ও ডকুমেন্টেশন,Experience
resume_100.txt,বিএসসি ইন কম্পিউটার সায়েন্স অ্যান্ড ইঞ্জিনিয়ারিং,Education
resume_100.txt,আমেরিকান ইন্টারন্যাশনাল ইউনিভার্সিটি-বাংলাদেশ (AIUB),Education
resume_100.txt,সিজিপিএ: ৩৩৮/৪০০ (২০১৮-২০২২),Education
resume_100.txt,লিনাক্স,Skill
resume_100.txt,ডকার,Skill
resume_100.txt,জেনকিন্স,Skill
resume_100.txt,"AWS (EC2, S3)",Skill
resume_100.txt,গিট ও গিটহাব অ্যাকশেস,Skill
resume_11.txt,"স্কেলেবল ডেটা পাইপলাইন নির্মাণ, ডেটা ইনফ্রাস্ট্রাকচার ডেভেলপমেন্ট এবং বড় ডেটাসেট প্রসেসিংয়ের মাধ্যমে প্রতিষ্ঠানের ডেটা-চালিত সিদ্ধান্ত গ্রহণ প্রক্রিয়ায় গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী",Objective
resume_11.txt,ডেটা ইঞ্জিনিয়ার |,Experience
resume_11.txt,টেক ফ্লো সলিউশনস |,Experience
resume_11.txt,ডিসেম্বর ২০১৮ - বর্তমান,Experience
resume_11.txt,"পাইথন এবং অ্যাপাচি স্পার্ক ব্যবহার করে ইটিএল পাইপলাইন ডিজাইন ও ডেভেলপ করেছি, যার মাধ্যমে ডেটা প্রসেসিং সময় ৩০% হ্রাস পেয়েছে",Experience
resume_11.txt,"এসকিউএল এবং পাইথন ব্যবহার করে বিভিন্ন সোর্স থেকে ডেটা এক্সট্র্যাক্ট, ট্রান্সফর্ম এবং লোড (ETL) করেছি",Experience
resume_11.txt,"ডেটাবেজ কোয়েরি অপটিমাইজেশন (PostgreSQL, MySQL) এবং পারফরম্যান্স টিউনিং করেছি",Experience
resume_11.txt,অ্যাপাচি এয়ারফ্লো ব্যবহার করে ডেটা ওয়ার্কফ্লো অটোমেশন ও অর্কেস্ট্রেশন করেছি,Experience
resume_11.txt,জুনিয়র ডেটা ইঞ্জিনিয়ার,Experience
resume_11.txt,| ডেটা নেটওয়ার্কস,Experience
resume_11.txt,| জুলাই ২০১৬ - নভেম্বর ২০১৮,Experience
resume_11.txt,পাইথন স্ক্রিপ্ট ব্যবহার করে ডেটা ক্লিনিং ও প্রিপ্রসেসিং-এর কাজ করেছি,Experience
resume_11.txt,বড় ডেটাসেট ম্যানেজমেন্ট এবং মাইএসকিউএল ডেটাবেজে ডেটা ইন্টিগ্রেশন করেছি,Experience
resume_11.txt,টিমকে ডেটা কোয়ালিটি অ্যাসুরেন্স ও ডেটা ভ্যালিডেশনে সহায়তা করেছি,Experience
resume_11.txt,বিএসসি ইন কম্পিউটার সায়েন্স অ্যান্ড ইঞ্জিনিয়ারিং,Education
resume_11.txt,ড্যাফোডিল ইন্টারন্যাশনাল ইউনিভার্সিটি,Education
resume_11.txt,সিজিপিএ: ৩৩০/৪০০ (২০১২-২০১৬),Education
resume_11.txt,"প্রোগ্রামিং ল্যাঙ্গুয়েজ: পাইথন (প্যান্ডাস, নামপাই), এসকিউএল, বাশ",Skill
resume_11.txt,"বিগ ডেটা টেকনোলজি: অ্যাপাচি স্পার্ক, হাডুপ (বেসিক)",Skill
resume_11.txt,"ডেটাবেজ: PostgreSQL, MySQL, মঙ্গোডিবি (বেসিক)",Skill
resume_11.txt,ইটিএল অর্কেস্ট্রেশন: অ্যাপাচি এয়ারফ্লো,Skill
resume_11.txt,ডেটা ওয়্যারহাউজিং: গুগল বিগকোয়েরি (বেসিক),Skill
resume_11.txt,ক্লাউড প্ল্যাটফর্ম: অ্যামাজন ওয়েব সার্ভিসেস (AWS) - S3 (বেসিক),Skill
resume_11.txt,"ভার্সন কন্ট্রোল: গিট, গিটহাব",Skill
resume_12.txt,হেলথকেয়ার ও ফার্মেসি ম্যানেজমেন্ট সিস্টেম ডেভেলপমেন্টের মাধ্যমে রোগী সেবা ও ওষুধ ব্যবস্থাপনা প্রক্রিয়া ডিজিটালাইজেশনে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী,Objective
resume_12.txt,সফটওয়্যার ইঞ্জিনিয়ার (হেলথটেক) |,Experience
resume_12.txt,কেয়ার হাসপাতাল লিমিটেড |,Experience
resume_12.txt,জানুয়ারি ২০২০ - বর্তমান,Experience
resume_12.txt,পাইথন ও জ্যাঙ্গো ফ্রেমওয়ার্ক ব্যবহার করে হাসপাতালের ফার্মেসি ম্যানেজমেন্ট সিস্টেম ডেভেলপ করেছি যা ইনভেন্টরি ট্র্যাকিং ও অটোমেটেড রি-অর্ডারিং সক্ষম করেছে,Experience
resume_12.txt,রিঅ্যাক্ট জেএস ব্যবহার করে ফ্রন্টএন্ড ড্যাশবোর্ড তৈরি করেছি যেখানে ডাক্তার ও নার্সরা রোগীর ওষুধের তথ্য ও ডোজেজ ভেরিফিকেশন দেখতে পারেন,Experience
resume_12.txt,মাইএসকিউএল ডেটাবেজ ডিজাইন ও অপটিমাইজ করেছি ওষুধের ইনভেন্টরি ও প্রেসক্রিপশন ডেটা সংরক্ষণের জন্য,Experience
resume_12.txt,রেস্টফুল এপিআই ডেভেলপ করেছি যা হাসপাতালের অন্যান্য সিস্টেমের সাথে ইন্টিগ্রেশন সক্ষম করেছে,Experience
resume_12.txt,জুনিয়র সফটওয়্যার ডেভেলপার |,Experience
resume_12.txt,লাইফলাইন টেকনোলজিস |,Experience
resume_12.txt,আগস্ট ২০১৭ - ডিসেম্বর ২০১৯,Experience
resume_12.txt,কমিউনিটি ফার্মেসির জন্য প্রেসক্রিপশন ম্যানেজমেন্ট সফটওয়্যার ডেভেলপমেন্টে সহায়তা করেছি,Experience
resume_12.txt,বিদ্যমান ফার্মেসি ম্যানেজমেন্ট সিস্টেমের বাগ ফিক্স ও ফিচার আপডেট করেছি,Experience
resume_12.txt,গিট ব্যবহার করে ভার্সন কন্ট্রোল এবং টিমের সাথে কোড রিভিউ প্রক্রিয়ায় অংশগ্রহণ করেছি,Experience
resume_12.txt,বি ফার্ম (অনার্স),Education
resume_12.txt,ঢাকা বিশ্ববিদ্যালয়,Education
resume_12.txt,সিজিপিএ: ৩৪০/৪০০ (২০১৩-২০১৭),Education
resume_12.txt,পেশাদার সার্টিফিকেট ইন সফটওয়্যার ডেভেলপমেন্ট,Education
resume_12.txt,"আইবিএ, ঢাকা বিশ্ববিদ্যালয়",Education
resume_12.txt,সম্পূর্ণকরণ: ২০২২,Education
resume_12.txt,"ব্যাকএন্ড ডেভেলপমেন্ট: পাইথন, জ্যাঙ্গো, জাভা (বেসিক)",Skill
resume_12.txt,"ফ্রন্টএন্ড ডেভেলপমেন্ট: জাভাস্ক্রিপ্ট, রিঅ্যাক্ট জেএস",Skill
resume_12.txt,"ডেটাবেজ: মাইএসকিউএল, পোস্টগ্রেএসকিউএল",Skill
resume_12.txt,এপিআই ডিজাইন: রেস্টফুল এপিআই,Skill
resume_12.txt,ফার্মেসি ম্যানেজমেন্ট সিস্টেম ও ইনভেন্টরি কন্ট্রোল,Skill
resume_12.txt,ক্লিনিক্যাল ফার্মেসি নলেজ ও রোগীর সাথে যোগাযোগ দক্ষতা,Skill
resume_13.txt,শিক্ষার্থীদের জন্য ইন্টারেক্টিভ লার্নিং প্ল্যাটফর্ম ও অ্যাসেসমেন্ট টুল ডেভেলপমেন্টের মাধ্যমে আধুনিক শিক্ষা ব্যবস্থার ডিজিটাল রূপান্তরে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী,Objective
resume_13.txt,সফটওয়্যার ইঞ্জিনিয়ার (এডটেক) |,Experience
resume_13.txt,সানশাইন প্রিপারেটরি স্কুল |,Experience
resume_13.txt,জানুয়ারি ২০১৯ - বর্তমান,Experience
resume_13.txt,রিঅ্যাক্ট জেএস ও নেক্সট জেএস ব্যবহার করে প্রাথমিক শিক্ষার্থীদের জন্য ইন্টারেক্টিভ লার্নিং ম্যানেজমেন্ট সিস্টেম (LMS) ডেভেলপ করেছি,Experience
resume_13.txt,পাইথন ও জ্যাঙ্গো ফ্রেমওয়ার্ক ব্যবহার করে ক্রিয়েটিভ অ্যাসেসমেন্ট টুলসের জন্য ব্যাকএন্ড এপিআই ডেভেলপ করেছি যা শিক্ষার্থীদের শিখন প্রক্রিয়া মূল্যায়ন সক্ষম করেছে,Experience
resume_13.txt,ডায়নামোবিডি/এসকিউএল ডেটাবেজ ডিজাইন করেছি শিক্ষার্থীর তথ্য ও ফলাফল সংরক্ষণের জন্য,Experience
resume_13.txt,প্যারেন্ট-টিচার কমিউনিকেশনের জন্য একটি রিয়েল-টাইম মেসেজিং ফিচার ডেভেলপ করেছি,Experience
resume_13.txt,জুনিয়র সফটওয়্যার ডেভেলপার |,Experience
resume_13.txt,ব্রাইট ফিউচার টেক |,Experience
resume_13.txt,জুন ২০১৭ - ডিসেম্বর ২০১৮,Experience
resume_13.txt,স্কুল ম্যানেজমেন্ট সফটওয়্যার ডেভেলপমেন্টে সহায়তা করেছি,Experience
resume_13.txt,এক্সট্রা-কারিকুলার অ্যাক্টিভিটি ট্র্যাকিং মডিউল ডেভেলপ করেছি,Experience
resume_13.txt,গিট ব্যবহার করে ভার্সন কন্ট্রোল এবং টিমের সাথে কোড রিভিউ প্রক্রিয়ায় অংশগ্রহণ করেছি,Experience
resume_13.txt,পেশাদার সার্টিফিকেট ইন সফটওয়্যার ডেভেলপমেন্ট,Education
resume_13.txt,ইনস্টিটিউট অফ ইনফরমেশন টেকনোলজি (আইআইটি),Education
resume_13.txt,সম্পূর্ণকরণ: ২০২২,Education
resume_13.txt,বিএড (প্রাথমিক শিক্ষা),Education
resume_13.txt,জাতীয় শিক্ষাক্রম ও পাঠ্যপুস্তক বোর্ড (NCTB),Education
resume_13.txt,সিজিপিএ: ৩৬০/৪০০ (২০১৪-২০১৭),Education
resume_13.txt,"ফ্রন্টএন্ড ডেভেলপমেন্ট: জাভাস্ক্রিপ্ট, রিঅ্যাক্ট জেএস, নেক্সট জেএস",Skill
resume_13.txt,"ব্যাকএন্ড ডেভেলপমেন্ট: পাইথন, জ্যাঙ্গো",Skill
resume_13.txt,"ডেটাবেজ: পোস্টগ্রেএসকিউএল, ডায়নামোবিডি",Skill
resume_13.txt,এপিআই ডিজাইন: রেস্টফুল এপিআই,Skill
resume_13.txt,এডটেক ও লার্নিং ম্যানেজমেন্ট সিস্টেম,Skill
resume_13.txt,শিশু মনোবিজ্ঞান ও পাঠদান পদ্ধতি (Pedagogy) সম্পর্কে গভীর জ্ঞান,Skill
resume_14.txt,ব্যাংকিং অপারেশন ও ফাইন্যান্সিয়াল সার্ভিসের জন্য স্কেলেবল ও সুরক্ষিত সফটওয়্যার সলিউশন ডেভেলপমেন্টের মাধ্যমে ব্যাংকিং খাতের ডিজিটাল ট্রান্সফরমেশনে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী,Objective
resume_14.txt,সফটওয়্যার ইঞ্জিনিয়ার (ফাইনটেক) |,Experience
resume_14.txt,সাউথইস্ট ব্যাংক লিমিটেড |,Experience
resume_14.txt,জুলাই ২০২০ - বর্তমান,Experience
resume_14.txt,জাভা ও স্প্রিং বুট ফ্রেমওয়ার্ক ব্যবহার করে লোন ম্যানেজমেন্ট সিস্টেম ডেভেলপ করেছি যা লোন অ্যাপ্লিকেশন প্রসেসিং ও ভেরিফিকেশন অটোমেট করেছে,Experience
resume_14.txt,রিঅ্যাক্ট জেএস ব্যবহার করে ফ্রন্টএন্ড ড্যাশবোর্ড তৈরি করেছি যা ব্যাংক কর্মকর্তাদের গ্রাহকের লেনদেন ও অ্যাকাউন্টের তথ্য দেখতে সহায়তা করে,Experience
resume_14.txt,পোস্টগ্রেএসকিউএল ডেটাবেজ ডিজাইন ও অপটিমাইজ করেছি ব্যাংক ট্রানজেকশন ও গ্রাহক ডেটা সংরক্ষণের জন্য,Experience
resume_14.txt,রেস্টফুল এপিআই ডেভেলপ করেছি যা কোর ব্যাংকিং সিস্টেমের সাথে ইন্টিগ্রেশন সক্ষম করেছে,Experience
resume_14.txt,জুনিয়র সফটওয়্যার ডেভেলপার |,Experience
resume_14.txt,ট্রাস্ট ব্যাংক টেকনোলজিস |,Experience
resume_14.txt,মে ২০১৮ - জুন ২০২০,Experience
resume_14.txt,ব্যাংকের ট্রানজেকশন প্রসেসিং সিস্টেমের ডেভেলপমেন্ট ও মেইনটেনেন্সে সহায়তা করেছি,Experience
resume_14.txt,কাস্টমার রিলেশনশিপ ম্যানেজমেন্ট (CRM) মডিউল ডেভেলপ করেছি,Experience
resume_14.txt,গিট ব্যবহার করে ভার্সন কন্ট্রোল এবং টিমের সাথে কোড রিভিউ প্রক্রিয়ায় অংশগ্রহণ করেছি,Experience
resume_14.txt,এমবিএ (ফাইন্যান্স),Education
resume_14.txt,ব্র্যাক ইউনিভার্সিটি,Education
resume_14.txt,সিজিপিএ: ৩৪৫/৪০০ (২০১৬-২০১৮),Education
resume_14.txt,পেশাদার সার্টিফিকেট ইন সফটওয়্যার ডেভেলপমেন্ট,Education
resume_14.txt,"আইবিএ, ঢাকা বিশ্ববিদ্যালয়",Education
resume_14.txt,সম্পূর্ণকরণ: ২০২২,Education
resume_14.txt,"ব্যাকএন্ড ডেভেলপমেন্ট: জাভা, স্প্রিং বুট, পাইথন (বেসিক)",Skill
resume_14.txt,"ফ্রন্টএন্ড ডেভেলপমেন্ট: জাভাস্ক্রিপ্ট, রিঅ্যাক্ট জেএস",Skill
resume_14.txt,"ডেটাবেজ: পোস্টগ্রেএসকিউএল, মাইএসকিউএল",Skill
resume_14.txt,এপিআই ডিজাইন: রেস্টফুল এপিআই,Skill
resume_14.txt,ফাইনটেক ও ব্যাংকিং অপারেশনস,Skill
resume_14.txt,কাস্টমার রিলেশনশিপ ম্যানেজমেন্ট (CRM) ও ফাইন্যান্সিয়াল অ্যানালিসিস,Skill
resume_15.txt,হোটেল অপারেশনস ও অতিথি সেবা সংক্রান্ত ডেটা বিশ্লেষণের মাধ্যমে গ্রাহক অভিজ্ঞতা উন্নয়ন ও ব্যবসায়িক সিদ্ধান্ত গ্রহণ প্রক্রিয়ায় গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী,Objective
resume_15.txt,ডেটা বিশ্লেষক ইন্টার্ন (হসপিটালিটি) |,Experience
resume_15.txt,গ্র্যান্ড সুলতানা হোটেল |,Experience
resume_15.txt,সেপ্টেম্বর ২০২২ - বর্তমান,Experience
resume_15.txt,এক্সেল ও গুগল শিটস ব্যবহার করে অতিথি চেক-ইন/আউট ও রিজার্ভেশন ডেটা সংগ্রহ ও অ্যানালাইসিস করেছি,Experience
resume_15.txt,প্রপার্টি ম্যানেজমেন্ট সিস্টেম (PMS) থেকে সংগৃহীত ডেটা ট্র্যাক করে অতিথি সন্তুষ্টি ও কমপ্লেইন্ট ট্রেন্ড অ্যানালাইসিস রিপোর্ট তৈরি করেছি,Experience
resume_15.txt,পাওয়ার বিআই-তে ড্যাশবোর্ড তৈরি করে রুম অকুপেন্সি ও রাজস্ব মেট্রিক্স মনিটর করেছি,Experience
resume_15.txt,বিএসসি ইন হোটেল ম্যানেজমেন্ট,Education
resume_15.txt,সাউথইস্ট ইউনিভার্সিটি,Education
resume_15.txt,সিজিপিএ: ৩৫৫/৪০০ (২০১৮-২০২২),Education
resume_15.txt,পেশাদার সার্টিফিকেট ইন ডেটা অ্যানালিটিক্স,Education
resume_15.txt,গুগল সার্টিফিকেট (Coursera),Education
resume_15.txt,সম্পূর্ণকরণ: ২০২৩,Education
resume_15.txt,"ডেটা অ্যানালাইসিস: এক্সেল, গুগল শিটস, এসকিউএল (বেসিক)",Skill
resume_15.txt,ডেটা ভিজুয়ালাইজেশন: পাওয়ার বিআই,Skill
resume_15.txt,প্রপার্টি ম্যানেজমেন্ট সিস্টেম (PMS) ডেটা অ্যানালাইসিস,Skill
resume_15.txt,হোটেল অপারেশনস ও কাস্টমার সার্ভিস এক্সিলেন্স,Skill
resume_15.txt,যোগাযোগ দক্ষতা (বাংলা ও ইংরেজি),Skill
resume_16.txt,"একজন ফ্লাটার ডেভেলপার হিসেবে একটি ইনোভেটিভ টিমে যোগদান করা, যেখানে আমি ক্রস-প্ল্যাটফর্ম মোবাইল অ্যাপ্লিকেশন ডেভেলপমেন্টের মাধ্যমে ব্যবহারকারীর অভিজ্ঞতা উন্নত করতে পারি",Objective
resume_16.txt,জুনিয়র সফটওয়্যার ডেভেলপার,Experience
resume_16.txt,অ্যাপ ইনোভেশনস লিমিটেড মার্চ ২০২১ - বর্তমান,Experience
resume_16.txt,ডার্ট ও ফ্লাটার ফ্রেমওয়ার্ক ব্যবহার করে Android ও iOS অ্যাপ ডেভেলপমেন্ট,Experience
resume_16.txt,"RESTful API এর সাথে ইন্টিগ্রেশন এবং State Management (Provider, Bloc) বাস্তবায়ন",Experience
resume_16.txt,UI/UX ডিজাইন অনুযায়ী responsive এবং user-friendly interface তৈরি করা,Experience
resume_16.txt,ইন্টার্ন,Experience
resume_16.txt,কোডিং বিগিনার্স জুন ২০২০ - ফেব্রুয়ারি ২০২১,Experience
resume_16.txt,সরল ক্যালকুলেটর এবং টু-ডু লিস্ট অ্যাপ ডেভেলপ করা,Experience
resume_16.txt,ডিবাগিং এবং কোড অপ্টিমাইজেশন শেখা,Experience
resume_16.txt,বিএসসি ইন সফটওয়্যার ইঞ্জিনিয়ারিং,Education
resume_16.txt,ড্যাফোডিল ইন্টারন্যাশনাল ইউনিভার্সিটি,Education
resume_16.txt,"সিজিপিএ:"" ৩৫২/৪০০"" (২০১৬-২০২০)",Education
resume_16.txt,"প্রোগ্রামিং ভাষা: Dart, Java",Skill
resume_16.txt,"ফ্রেমওয়ার্ক: Flutter, Firebase",Skill
resume_16.txt,"টুলস: Git, Android Studio, VS Code",Skill
resume_16.txt,API ইন্টিগ্রেশন (REST),Skill
resume_17.txt,ল্যাবরেটরি টেস্ট ও গবেষণা সংক্রান্ত ডেটা বিশ্লেষণের মাধ্যমে জনস্বাস্থ্য ও কোয়ালিটি কন্ট্রোল প্রক্রিয়া উন্নয়নে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী,Objective
resume_17.txt,ডেটা বিশ্লেষক (ল্যাবরেটরি সায়েন্স) |,Experience
resume_17.txt,প্রিমিয়ার ডায়াগনস্টিক সেন্টার |,Experience
resume_17.txt,আগস্ট ২০১৯ - বর্তমান,Experience
resume_17.txt,"এক্সেল ও এসপিএসএস ব্যবহার করে রক্ত, মূত্র এবং অন্যান্য নমুনার মাইক্রোবায়োলজিক্যাল টেস্টের ডেটা সংগ্রহ ও অ্যানালাইসিস করেছি",Experience
resume_17.txt,ব্যাকটেরিয়া কালচার ও অ্যান্টিবায়োটিক সেনসিটিভিটি টেস্টিংয়ের ডেটা ট্র্যাক করে রেজিস্ট্যান্স প্যাটার্ন অ্যানালাইসিস রিপোর্ট তৈরি করেছি,Experience
resume_17.txt,পাওয়ার বিআই-তে ড্যাশবোর্ড তৈরি করে ল্যাবরেটরি টেস্টের ফলাফল ও ইকুইপমেন্ট পারফরম্যান্স মনিটর করেছি,Experience
resume_17.txt,রিসার্চ অ্যাসিসটেন্ট |,Experience
resume_17.txt,ইনস্টিটিউট অফ পাবলিক হেলথ |,Experience
resume_17.txt,ফেব্রুয়ারি ২০১৮ - জুলাই ২০১৯,Experience
resume_17.txt,পানির নমুনায় দূষণকারী অনুজীব শনাক্তকরণ সংক্রান্ত গবেষণার ডেটা সংগ্রহ ও প্রাথমিক বিশ্লেষণ করেছি,Experience
resume_17.txt,এমএসসি ইন মাইক্রোবায়োলজি,Education
resume_17.txt,ঢাকা বিশ্ববিদ্যালয়,Education
resume_17.txt,সিজিপিএ: ৩৭০/৪০০ (২০১৬-২০১৭),Education
resume_17.txt,বিএসসি ইন মাইক্রোবায়োলজি,Education
resume_17.txt,জাহাঙ্গীরনগর বিশ্ববিদ্যালয়,Education
resume_17.txt,সিজিপিএ: ৩৪০/৪০০ (২০১২-২০১৬),Education
resume_17.txt,"ডেটা অ্যানালাইসিস: এক্সেল, এসপিএসএস, এসকিউএল (বেসিক)",Skill
resume_17.txt,ডেটা ভিজুয়ালাইজেশন: পাওয়ার বিআই,Skill
resume_17.txt,মাইক্রোবায়োলজিক্যাল অ্যাসেস ডেটা ম্যানেজমেন্ট,Skill
resume_17.txt,ল্যাবরেটরি টেকনিক ও গুড ল্যাবরেটরি প্র্যাকটিস (GLP),Skill
resume_17.txt,রিসার্চ মেথডোলজি,Skill
resume_18.txt,নিরাপত্তা সংক্রান্ত লগ ডেটা বিশ্লেষণ ও থ্রেট ইন্টেলিজেন্সের মাধ্যমে প্রতিষ্ঠানের সাইবার নিরাপত্তা ব্যবস্থা শক্তিশালী করতে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী,Objective
resume_18.txt,ডেটা বিশ্লেষক (সিকিউরিটি অ্যানালিটিক্স) |,Experience
resume_18.txt,সাইবার ডিফেন্ডারস লিমিটেড |,Experience
resume_18.txt,জুন ২০২০ - বর্তমান,Experience
resume_18.txt,এক্সেল ও এসকিউএল ব্যবহার করে SIEM টুলস থেকে সংগৃহীত নেটওয়ার্ক সিকিউরিটি লগ ডেটা সংগ্রহ ও অ্যানালাইসিস করেছি,Experience
resume_18.txt,ভালনারেবিলিটি স্ক্যানিং ও পেনিট্রেশন টেস্টিংয়ের ডেটা ট্র্যাক করে রিপোর্ট তৈরি করেছি,Experience
