filename,summary
resume_18.txt,"[Objective]: নিরাপত্তা সংক্রান্ত লগ ডেটা বিশ্লেষণ ও থ্রেট ইন্টেলিজেন্সের মাধ্যমে প্রতিষ্ঠানের সাইবার নিরাপত্তা ব্যবস্থা শক্তিশালী করতে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী 
[Education]: বিএসসি ইন কম্পিউটার সায়েন্স অ্যান্ড ইঞ্জিনিয়ারিং 
[Experience Highlights]: এক্সেল ও এসকিউএল ব্যবহার করে SIEM টুলস থেকে সংগৃহীত নেটওয়ার্ক সিকিউরিটি লগ ডেটা সংগ্রহ ও অ্যানালাইসিস করেছি | নেটওয়ার্ক সিকিউরিটি ইন্টার্ন | 
[Top Skills]: ডেটা অ্যানালাইসিস: এক্সেল, এসকিউএল (বেসিক), ডেটা ভিজুয়ালাইজেশন: পাওয়ার বিআই, সিকিউরিটি লগ অ্যানালাইসিস (SIEM টুলস - Splunk), থ্রেট হান্টিং ও ভালনারেবিলিটি ম্যানেজমেন্ট, টুলস: Wireshark, Nessus (বেসিক)"
resume_19.txt,"[Objective]: ফ্যাশন ডিজাইন ও ট্রেন্ড অ্যানালিসিসের জন্য ডিজিটাল টুল এবং অটোমেশন সলিউশন ডেভেলপমেন্টের মাধ্যমে ফ্যাশন ইন্ডাস্ট্রির ডিজিটাল রূপান্তরে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী 
[Education]: বিএফএ (ফ্যাশন ডিজাইন) 
[Experience Highlights]: পাইথন ও জ্যাঙ্গো ফ্রেমওয়ার্ক ব্যবহার করে ফ্যাশন ডিজাইন অ্যাসেট ম্যানেজমেন্ট সিস্টেম ডেভেলপ করেছি যা ডিজাইন, ফ্যাব্রিক ও প্রোডাকশন ডেটা সংরক্ষণ ও ট্র্যাক করতে সক্ষম | ফ্যাশন ডিজাইনের জন্য ডিজিটাল অ্যাসেট ম্যানেজমেন্ট টুল ডেভেলপমেন্টে সহায়তা করেছি 
[Top Skills]: ফ্রন্টএন্ড ডেভেলপমেন্ট: জাভাস্ক্রিপ্ট, রিঅ্যাক্ট জেএস, ব্যাকএন্ড ডেভেলপমেন্ট: পাইথন, জ্যাঙ্গো, ডেটাবেজ: পোস্টগ্রেএসকিউএল, ডিজাইন সফ্টওয়্যার: Adobe Illustrator, Photoshop, Figma, ফ্যাশন ট্রেন্ড অ্যানালিসিস ও টেক্সটাইল নলেজ, গিট ও ভার্সন কন্ট্রোল"
resume_2.txt,"[Objective]: বড় ডেটাসেট প্রসেসিং এবং স্কেলেবল ডেটা পাইপলাইন নির্মাণের মাধ্যমে প্রতিষ্ঠানের সিদ্ধান্ত গ্রহণ প্রক্রিয়ায় কার্যকর ভূমিকা রাখতে ইচ্ছুক 
[Education]: বিএসসি ইন কম্পিউটার সায়েন্স অ্যান্ড ইঞ্জিনিয়ারিং 
[Experience Highlights]: অ্যাপাচি স্পার্ক এবং পাইথন ব্যবহার করে বড় ডেটাসেটের রিয়েল-টাইম বিশ্লেষণ নিশ্চিত করেছি | এক্সেল এবং পাইথনের মাধ্যমে বিপণন সংক্রান্ত ডেটা ক্লিনিং, ম্যানিপুলেশন এবং অ্যানালাইসিস করেছি 
[Top Skills]: প্রোগ্রামিং: পাইথন, সাইথন, এসকিউএল, বাশ, বিগ ডেটা টুলস: অ্যাপাচি স্পার্ক, হাডুপ, কাফকা, ডেটাবেজ: PostgreSQL, MongoDB, Cassandra, ডেটা ভিজুয়ালাইজেশন: পাওয়ার বিআই, টেবলু, ক্লাউড প্ল্যাটফর্ম: অ্যামাজন ওয়েব সার্ভিসেস (AWS) - S3, Redshift, Glue, ইটিএল অর্কেস্ট্রেশন: Apache Airflow"
resume_20.txt,"[Objective]: লজিস্টিকস ও ইনভেন্টরি সংক্রান্ত ডেটা বিশ্লেষণের মাধ্যমে অপারেশনাল দক্ষতা ও সিদ্ধান্ত গ্রহণ প্রক্রিয়া উন্নয়নে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী 
[Education]: বিবিএ (সাপ্লাই চেইন ম্যানেজমেন্ট) 
[Experience Highlights]: এক্সেল ও এসকিউএল ব্যবহার করে ডোমেস্টিক ও ইন্টারন্যাশনাল শিপমেন্টের ডেটা সংগ্রহ ও অ্যানালাইসিস করেছি | পাওয়ার বিআই-তে ড্যাশবোর্ড তৈরি করে শিপমেন্ট ডেলিভারি টাইম ও লজিস্টিকস কস্ট মনিটর করেছি 
[Top Skills]: ডেটা অ্যানালাইসিস: এক্সেল, এসকিউএল, ডেটা ভিজুয়ালাইজেশন: পাওয়ার বিআই, ইআরপি সফ্টওয়্যার (SAP MM মডিউল) ডেটা অ্যানালাইসিস, সাপ্লাই চেইন ম্যানেজমেন্ট ও ইনভেন্টরি কন্ট্রোল, শিপিং ও কাস্টমস ডকুমেন্টেশন"
resume_21.txt,"[Objective]: মানসিক স্বাস্থ্য সংক্রান্ত ডেটা ও থেরাপির ফলাফল বিশ্লেষণের মাধ্যমে চিকিৎসা কার্যকারিতা ও রোগীর সেবার মান উন্নয়নে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী 
[Education]: এমফিল ইন ক্লিনিক্যাল সাইকোলজি 
[Experience Highlights]: এক্সেল ও এসকিউএল ব্যবহার করে রোগীদের সাইকোলজিক্যাল অ্যাসেসমেন্ট (WAIS, Rorschach) ও থেরাপি সেশনের ডেটা সংগ্রহ ও অ্যানালাইসিস করেছি | পাওয়ার বিআই-তে ড্যাশবোর্ড তৈরি করে রোগীর অগ্রগতি ও থেরাপির ফলাফল মনিটর করেছি 
[Top Skills]: ডেটা অ্যানালাইসিস: এক্সেল, এসকিউএল (বেসিক), ডেটা ভিজুয়ালাইজেশন: পাওয়ার বিআই, ক্লিনিক্যাল ডেটা ম্যানেজমেন্ট, সাইকোলজিক্যাল অ্যাসেসমেন্ট ও রিসার্চ মেথডোলজি, সাইকোথেরাপি টেকনিক (CBT, DBT)"
resume_22.txt,"[Objective]: একটি এগ্রো-প্রসেসিং কোম্পানি বা গবেষণা প্রতিষ্ঠানে ইঞ্জিনিয়ার হিসেবে কাজ করা, যেখানে আমি কৃষি যন্ত্রপাতি, সেচ ব্যবস্থা এবং ফলন উন্নয়নে প্রযুক্তিগত সমাধান নিয়ে কাজ করতে পারি 
[Education]: বিএসসি ইন এগ্রিকালচারাল ইঞ্জিনিয়ারিং 
[Experience Highlights]: কৃষি যন্ত্রপাতির performance evaluation এবং maintenance পরিকল্পনা করা | soil and water testing equipment এর calibration এবং maintenance এ সহায়তা করা 
[Top Skills]: ইরিগেশন সিস্টেম ডিজাইন, এগ্রিকালচারাল মেশিনারি, AutoCAD, MATLAB, প্রজেক্ট ম্যানেজমেন্ট"
resume_23.txt,"[Objective]: বিপণন ও বিক্রয় ডেটা থেকে কার্যকর অন্তর্দৃষ্টি বের করে প্রতিষ্ঠানের সিদ্ধান্ত গ্রহণ প্রক্রিয়া ও ব্যবসায়িক প্রবৃদ্ধিতে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী 
[Education]: বিবিএ (মার্কেটিং) 
[Experience Highlights]: এসকিউএল এবং এক্সেল ব্যবহার করে বিক্রয় ও বিপণন ক্যাম্পেইনের ডেটা সংগ্রহ ও বিশ্লেষণ করেছি | গ্রাহক সেগমেন্টেশন অ্যানালাইসিস করে টার্গেটেড মার্কেটিং স্ট্র্যাটেজি তৈরিতে সহায়তা করেছি 
[Top Skills]: ডেটা অ্যানালাইসিস টুলস: এক্সেল (পাওয়ার কোয়েরি, পিভট টেবিল), এসকিউএল, ডেটা ভিজুয়ালাইজেশন: পাওয়ার বিআই, টেবলু, প্রোগ্রামিং: পাইথন (প্যান্ডাস, নামপাই - বেসিক), স্ট্যাটিস্টিক্যাল অ্যানালাইসিস: ডিসক্রিপটিভ স্ট্যাটিস্টিক্স, ট্রেন্ড অ্যানালাইসিস, ব্যবসায়িক বুদ্ধিমত্তা ও রিপোর্টিং"
resume_24.txt,"[Objective]: চিকিৎসা সংক্রান্ত জটিল ডেটা বিশ্লেষণ ও রিপোর্টিংয়ের মাধ্যমে রোগীর সেবার মান উন্নয়ন এবং হাসপাতালের পরিচালন দক্ষতা বৃদ্ধিতে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী 
[Education]: বিএসসি ইন রেডিওলজি অ্যান্ড ইমেজিং টেকনোলজি 
[Experience Highlights]: এসকিউএল ব্যবহার করে রোগীর চিকিৎসা ইতিহাস, ডায়াগনস্টিক রিপোর্ট এবং চিকিৎসার ফলাফল সংক্রান্ত ডেটা এক্সট্র্যাক্ট ও ম্যানিপুলেট করেছি | রোগীর ইমেজিং রিপোর্ট এবং অন্যান্য চিকিৎসা সংক্রান্ত তথ্য ডিজিটাল ডেটাবেসে এন্ট্রি ও সংরক্ষণ করেছি 
[Top Skills]: হেলথকেয়ার ডেটা অ্যানালিটিক্স (Coursera), ডেটা অ্যানালাইসিস: এক্সেল (এডভান্সড), এসকিউএল, পাইথন (বেসিক), ডেটা ভিজুয়ালাইজেশন: টেবলু, পাওয়ার বিআই, হেলথকেয়ার ডেটা স্ট্যান্ডার্ড: ইলেকট্রনিক হেলথ রেকর্ড (EHR) সিস্টেম, মেডিকেল টার্মিনোলজি ও রেডিওলজি ইমেজিং প্রক্রিয়া সম্পর্কে গভীর জ্ঞান, পরিসংখ্যানগত বিশ্লেষণ ও রিপোর্টিং"
resume_25.txt,"[Objective]: ইউজার-কেন্দ্রিক, রেস্পন্সিভ এবং পারফরম্যান্ট ওয়েব অ্যাপ্লিকেশন ডেভেলপমেন্টের মাধ্যমে প্রতিষ্ঠানের ডিজিটাল প্রোডাক্টের গুণগত মান ও ইউজার এক্সপিরিয়েন্স উন্নয়নে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী 
[Education]: বিএসসি ইন কম্পিউটার সায়েন্স অ্যান্ড ইঞ্জিনিয়ারিং 
[Experience Highlights]: রিডাক্স এবং কনটেক্সট এপিআই ব্যবহার করে স্টেট ম্যানেজমেন্ট ইমপ্লিমেন্ট করেছি | ডেভেলপার এবং প্রোডাক্ট ম্যানেজারের সাথে কোলাবোরেশন করে ইউজার ফিডব্যাক অনুযায়ী ফিচার ইমপ্লিমেন্ট করেছি 
[Top Skills]: ফ্রন্টএন্ড টেকনোলজি: রিঅ্যাক্ট জেএস, নেক্সট জেএস, জাভাস্ক্রিপ্ট (ES6+), টাইপস্ক্রিপ্ট, এইচটিএমএল৫, সিএসএস৩, টেইলউইন্ড সিএসএস, সিএসএস-ইন-জেএস (স্টাইলড-কম্পোনেন্টস), স্টেট ম্যানেজমেন্ট: রিডাক্স, কনটেক্সট এপিআই, এপিআই ইন্টিগ্রেশন: রেস্টফুল এপিআই, এক্সিওস, রিঅ্যাক্ট কোয়েরি, ডিজাইন টুলস: ফিগমা (ডিজাইন ফাইল থেকে কোড ইমপ্লিমেন্টেশন), ভার্সন কন্ট্রোল: গিট, গিটহাব, টেস্টিং ও ডিবাগিং: জেস্ট, রিঅ্যাক্ট টেস্টিং লাইব্রেরি (বেসিক), অ্যাজাইল মেথোডোলজি: স্ক্রাম"
resume_26.txt,"[Objective]: অ্যাডভান্সড মেশিন লার্নিং মডেল ও প্রেডিকটিভ অ্যানালিটিক্সের মাধ্যমে ইনভেস্টমেন্ট স্ট্র্যাটেজি অপটিমাইজ এবং ফাইন্যান্সিয়াল মার্কেটের জটিল সমস্যা সমাধানে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী 
[Education]: এমবিএ (ফাইন্যান্স) 
[Experience Highlights]: বিভিন্ন কোম্পানির ফাইন্যান্সিয়াল স্টেটমেন্ট অ্যানালাইসিস করে ডেটাসেট তৈরি করেছি | পাইথনে এক্সপ্লোরেটরি ডেটা অ্যানালাইসিস (EDA) করে সিনিয়র অ্যানালিস্টদের রিপোর্ট তৈরিতে সহায়তা করেছি 
[Top Skills]: প্রোগ্রামিং ল্যাঙ্গুয়েজ: পাইথন (প্যান্ডাস, নামপাই, স্কিকিট-লার্ন, টেনসরফ্লো), আর, এসকিউএল, মেশিন লার্নিং: টাইম সিরিজ অ্যানালাইসিস (ARIMA, LSTM), রিগ্রেশন, ক্লাসিফিকেশন, ক্লাস্টারিং, ফাইন্যান্সিয়াল অ্যানালিটিক্স: ফাইন্যান্সিয়াল মডেলিং, ভ্যালুয়েশন, রিস্ক ম্যানেজমেন্ট (VaR), ডেটা ভিজুয়ালাইজেশন: টেবলু, ম্যাটপ্লটলিব, সিবোর্ন, ন্যাচারাল ল্যাঙ্গুয়েজ প্রসেসিং: টেক্সট প্রসেসিং, সেন্টিমেন্ট অ্যানালাইসিস (এনএলপি), বিগ ডেটা টেকনোলজি: অ্যাপাচি স্পার্ক (বেসিক)"
resume_27.txt,"[Objective]: পর্যটন সংক্রান্ত ডেটা সংগ্রহ ও বিশ্লেষণ করে মার্কেট ট্রেন্ড সনাক্তকরণ এবং ভ্রমণ পরিকল্পনা উন্নয়নের মাধ্যমে প্রতিষ্ঠানের ব্যবসায়িক সিদ্ধান্ত গ্রহণ প্রক্রিয়ায় গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী 
[Education]: পেশাদার সার্টিফিকেট ইন ডেটা অ্যানালিটিক্স 
[Experience Highlights]: এক্সেল এবং এসকিউএল ব্যবহার করে পর্যটকদের পছন্দ, ভ্রমণের সময় ও ব্যয় সংক্রান্ত ট্রেন্ড অ্যানালাইসিস করেছি | পর্যটক সন্তুষ্টি জরিপের ডেটা অ্যানালাইসিস করে ভ্রমণ পরিকল্পনা ও সেবার মান উন্নয়নে সুপারিশ প্রদান করেছি 
[Top Skills]: ডেটা অ্যানালাইসিস টুলস: এক্সেল (পাওয়ার কোয়েরি, পিভট টেবিল), এসকিউএল, ডেটা ভিজুয়ালাইজেশন: পাওয়ার বিআই, টেবলু, প্রোগ্রামিং: পাইথন (প্যান্ডাস, নামপাই - বেসিক), পরিসংখ্যানগত অ্যানালাইসিস: ডিসক্রিপটিভ স্ট্যাটিস্টিক্স, ট্রেন্ড অ্যানালাইসিস, যোগাযোগ ও উপস্থাপনা দক্ষতা (বাংলা, ইংরেজি, হিন্দি)"
resume_28.txt,"[Objective]: ইঞ্জিনিয়ারিং সিমুলেশন সফটওয়্যার ডেভেলপমেন্ট এবং অ্যালগরিদম অপটিমাইজেশনের মাধ্যমে জটিল স্ট্রাকচারাল বিশ্লেষণ ও ডিজাইন প্রক্রিয়াকে স্বয়ংক্রিয় ও উন্নত করতে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী 
[Education]: বিএসসি ইন সিভিল ইঞ্জিনিয়ারিং 
[Experience Highlights]: সি++ এবং পাইথন ব্যবহার করে ফিনাইট এলিমেন্ট অ্যানালাইসিস (FEA) সফটওয়্যারের জন্য নিউমেরিক্যাল সল্ভার ডেভেলপ ও অপটিমাইজ করেছি | বিদ্যমান সিমুলেশন সফটওয়্যারে বাগ ফিক্স ও ফিচার আপডেট করেছি 
[Top Skills]: প্রোগ্রামিং ল্যাঙ্গুয়েজ: পাইথন (নামপাই, সাইপাই), সি++, ফোরট্রান (বেসিক), কম্পিউটেশনাল মেকানিক্স: ফিনাইট এলিমেন্ট অ্যানালাইসিস (FEA), নিউমেরিক্যাল মেথডস, সিমুলেশন সফটওয়্যার: ETABS, STAADPro, SAP2000 (ইউজার), ওপেনসোর্স FEA লাইব্রেরি, ডেটা ভিজুয়ালাইজেশন: ম্যাটপ্লটলিব, ম্যাটল্যাব, ভার্সন কন্ট্রোল: গিট, গিটহাব, ইঞ্জিনিয়ারিং স্ট্যান্ডার্ড: Building Codes (BNBC, ACI) সম্পর্কে ধারণা"
